UID,StateCode,StateName,County,City,Aggregator,PricePerPound,PricePerTon
81,PR,Puerto Rico,ARECIBO,Arecibo,Villas Del Capitan,0.6300,1260
82,PR,Puerto Rico,ARECIBO,Arecibo,Villas Del Sol,0.5700,1140
83,PR,Puerto Rico,ARECIBO,Arecibo,URB Factor,0.4900,980
84,PR,Puerto Rico,ARECIBO,Arecibo,URB Garcia,0.6400,1280
85,PR,Puerto Rico,ARECIBO,Arecibo,URB La Mucura,0.6100,1220
86,PR,Puerto Rico,ARECIBO,Arecibo,URB Marisol,0.6200,1240
87,PR,Puerto Rico,ARECIBO,Arecibo,URB Ocean Vw,0.6500,1300
88,PR,Puerto Rico,ARECIBO,Arecibo,Parc Perez,0.5200,1040
89,PR,Puerto Rico,ARECIBO,Arecibo,Repto Marquez,0.5600,1120
90,PR,Puerto Rico,ARECIBO,Arecibo,Sect Las Animas,0.6300,1260
91,PR,Puerto Rico,ARECIBO,Arecibo,URB El Paraiso,0.5600,1120
92,PR,Puerto Rico,ARECIBO,Arecibo,URB Garden View,0.6200,1240
93,PR,Puerto Rico,ARECIBO,Arecibo,URB Los Pinos Ii,0.6600,1320
94,PR,Puerto Rico,ARECIBO,Arecibo,URB Victor Rojas 2,0.4500,900
95,PR,Puerto Rico,ARECIBO,Arecibo,URB Villamar,0.6200,1240
96,PR,Puerto Rico,ARECIBO,Arecibo,Villa Toledo,0.6100,1220
97,PR,Puerto Rico,ARECIBO,Arecibo,Arecibo,0.5100,1020
98,PR,Puerto Rico,ARECIBO,Arecibo,Bo Islote,0.6300,1260
99,PR,Puerto Rico,ARECIBO,Arecibo,Bo Jarealitos,0.4900,980
100,PR,Puerto Rico,ARECIBO,Arecibo,Ext Marisol,0.4700,940
101,PR,Puerto Rico,ARECIBO,Arecibo,Repto San Jose,0.5800,1160
102,PR,Puerto Rico,ARECIBO,Arecibo,Sect Abra,0.6500,1300
103,PR,Puerto Rico,ARECIBO,Arecibo,Sect El Cano,0.5300,1060
104,PR,Puerto Rico,ARECIBO,Arecibo,URB Las Brisas,0.6400,1280
105,PR,Puerto Rico,ARECIBO,Arecibo,URB Radioville,0.6800,1360
106,PR,Puerto Rico,ARECIBO,Arecibo,URB University Gdns,0.5600,1120
107,PR,Puerto Rico,ARECIBO,Arecibo,Valle Escondido,0.6100,1220
108,PR,Puerto Rico,ARECIBO,Arecibo,Alt De San Felipe,0.4600,920
109,PR,Puerto Rico,ARECIBO,Arecibo,Bo Islote Ii,0.5300,1060
110,PR,Puerto Rico,ARECIBO,Arecibo,Est De Arecibo,0.4800,960
111,PR,Puerto Rico,ARECIBO,Arecibo,Est De Balseiro,0.5900,1180
112,PR,Puerto Rico,ARECIBO,Arecibo,Parc Rodriguez Olmo,0.6900,1380
113,PR,Puerto Rico,ARECIBO,Arecibo,Repto San Juan,0.5000,1000
114,PR,Puerto Rico,ARECIBO,Arecibo,URB San Felipe,0.6300,1260
115,PR,Puerto Rico,ARECIBO,Arecibo,URB Victor Rojas 1,0.5600,1120
116,PR,Puerto Rico,ARECIBO,Arecibo,URB Zeno Gandia,0.6500,1300
117,PR,Puerto Rico,ARECIBO,Arecibo,Alt De Juncos,0.5500,1100
118,PR,Puerto Rico,ARECIBO,Arecibo,Bo Obrero,0.4800,960
119,PR,Puerto Rico,ARECIBO,Arecibo,Bo Santana,0.6000,1200
120,PR,Puerto Rico,ARECIBO,Arecibo,Ext Villa Los Santos Ii,0.6900,1380
121,PR,Puerto Rico,ARECIBO,Arecibo,Sect Muelle,0.6300,1260
122,PR,Puerto Rico,ARECIBO,Arecibo,URB San Lorenzo,0.6900,1380
123,PR,Puerto Rico,ARECIBO,Arecibo,URB Tanama,0.6600,1320
124,PR,Puerto Rico,ARECIBO,Bajadero,Brisas Del Valle,0.5500,1100
125,PR,Puerto Rico,ARECIBO,Bajadero,Bajadero,0.6400,1280
126,PR,Puerto Rico,BARCELONETA,Barceloneta,Brisas De Llanadas,0.5000,1000
127,PR,Puerto Rico,BARCELONETA,Barceloneta,Brisas Del Monte,0.5200,1040
128,PR,Puerto Rico,BARCELONETA,Barceloneta,Ext Parc Punta Palmas,0.4800,960
129,PR,Puerto Rico,BARCELONETA,Barceloneta,Parc Palenque,0.4600,920
130,PR,Puerto Rico,BARCELONETA,Barceloneta,URB Cimarrona Ct,0.5500,1100
131,PR,Puerto Rico,BARCELONETA,Barceloneta,URB Ortega,0.6900,1380
132,PR,Puerto Rico,BARCELONETA,Barceloneta,Villa Central,0.6200,1240
133,PR,Puerto Rico,BARCELONETA,Barceloneta,Parc Garrochales,0.4700,940
134,PR,Puerto Rico,BARCELONETA,Barceloneta,Parc Tiburon,0.5100,1020
135,PR,Puerto Rico,BARCELONETA,Barceloneta,URB Las Praderas,0.6100,1220
136,PR,Puerto Rico,BARCELONETA,Barceloneta,URB Plazuela Estates,0.4600,920
137,PR,Puerto Rico,BARCELONETA,Barceloneta,Bda Catalana,0.4900,980
138,PR,Puerto Rico,BARCELONETA,Barceloneta,Est De Barceloneta,0.6700,1340
139,PR,Puerto Rico,BARCELONETA,Barceloneta,Est De Florida,0.5700,1140
140,PR,Puerto Rico,BARCELONETA,Barceloneta,Ext Est De Imbery,0.6700,1340
141,PR,Puerto Rico,BARCELONETA,Barceloneta,Parc Punta Palmas,0.5800,1160
142,PR,Puerto Rico,BARCELONETA,Barceloneta,Repto Las Llanadas,0.5100,1020
143,PR,Puerto Rico,BARCELONETA,Barceloneta,URB Sol Naciente,0.5100,1020
144,PR,Puerto Rico,BARCELONETA,Barceloneta,Villa Georgetti,0.4800,960
145,PR,Puerto Rico,BARCELONETA,Barceloneta,Barceloneta,0.4500,900
146,PR,Puerto Rico,BARCELONETA,Barceloneta,Parc Imbery,0.4600,920
147,PR,Puerto Rico,BARCELONETA,Barceloneta,Parc Magueyes,0.5100,1020
148,PR,Puerto Rico,BARCELONETA,Barceloneta,Villa Barcelona,0.4900,980
149,PR,Puerto Rico,BARCELONETA,Barceloneta,URB Cataluna,0.5500,1100
150,PR,Puerto Rico,BARCELONETA,Barceloneta,URB Las Delicias,0.6300,1260
151,PR,Puerto Rico,BARCELONETA,Barceloneta,Villas De La Sabana,0.5900,1180
152,PR,Puerto Rico,CABO ROJO,Boqueron,Villa Taina,0.4900,980
153,PR,Puerto Rico,CABO ROJO,Boqueron,Boqueron,0.7000,1400
154,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Alts De Joyuda,0.5700,1140
155,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Alts Del Mar,0.6600,1320
156,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Bo Ballaja,0.5700,1140
157,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Bo Monte Grande,0.6300,1260
158,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Ext La Concepcion,0.6600,1320
159,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Jard Del Puerto,0.6100,1220
160,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Parc Betances,0.6500,1300
161,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Kofresi,0.6100,1220
162,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Ramirez,0.5700,1140
163,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Mansiones,0.5200,1040
164,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Parc Las Margaritas,0.5400,1080
165,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Repto Oliveras,0.5000,1000
166,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Alta Vista,0.6800,1360
167,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Villa Del Carmen,0.6900,1380
168,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Haciendas De Belvedere,0.6500,1300
169,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Qtas De Cabo Rojo,0.5100,1020
170,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB La Concepcion,0.6900,1380
171,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Monte Grande,0.5300,1060
172,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Est De Miramar,0.6800,1360
173,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Haciendas De Cabo Rojo,0.4800,960
174,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Mans De Cabo Rojo,0.5300,1060
175,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB El Retiro,0.5400,1080
176,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Elizabeth,0.5300,1060
177,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Cabo Rojo,0.5500,1100
178,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Est Reales,0.6200,1240
179,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Ext Sierra Linda,0.5700,1140
180,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Haciendas De Miramar,0.5200,1040
181,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Parc Elizabeth,0.4700,940
182,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Parc Las 35,0.5500,1100
183,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Parc Puerto Real,0.5200,1040
184,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Las Vistas,0.6900,1380
185,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Montesol,0.5500,1100
186,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Paseos De Plan Bonito,0.6600,1320
187,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Remanso De Cabo Rojo,0.5200,1040
188,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB San Miguel,0.6100,1220
189,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Ext Elizabeth,0.4900,980
190,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Repto Miradero,0.4700,940
191,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Villa Aida,0.5000,1000
192,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Villa Luisa,0.6300,1260
193,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Villas De Plan Bonito,0.5100,1020
194,PR,Puerto Rico,CABO ROJO,Cabo Rojo,Ext Parc Elizabeth,0.5700,1140
195,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Ana Maria,0.6400,1280
196,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Borinquen,0.6000,1200
197,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Monte Rio,0.5800,1160
198,PR,Puerto Rico,CABO ROJO,Cabo Rojo,URB Sierra Linda,0.6100,1220
199,PR,Puerto Rico,PENUELAS,Penuelas,Jard De Penuelas,0.6300,1260
200,PR,Puerto Rico,PENUELAS,Penuelas,Alt De Penuelas Ii,0.6100,1220
201,PR,Puerto Rico,PENUELAS,Penuelas,Alts De Penuelas,0.6300,1260
202,PR,Puerto Rico,PENUELAS,Penuelas,Brisas De Guayanes,0.5800,1160
203,PR,Puerto Rico,PENUELAS,Penuelas,URB Rio Sol,0.6600,1320
204,PR,Puerto Rico,PENUELAS,Penuelas,Vista Bahia,0.5700,1140
205,PR,Puerto Rico,PENUELAS,Penuelas,URB Monte Verde,0.5600,1120
206,PR,Puerto Rico,PENUELAS,Penuelas,URB Llanos De Sabana Palma,0.4900,980
207,PR,Puerto Rico,PENUELAS,Penuelas,URB Penuelas Valley,0.7000,1400
208,PR,Puerto Rico,PENUELAS,Penuelas,Penuelas,0.5900,1180
209,PR,Puerto Rico,PENUELAS,Penuelas,Ext Alts De Penuelas Ii,0.5200,1040
210,PR,Puerto Rico,PENUELAS,Penuelas,Repto Kennedy,0.6000,1200
211,PR,Puerto Rico,PENUELAS,Penuelas,Sect Mal Paso,0.6600,1320
212,PR,Puerto Rico,PENUELAS,Penuelas,URB Guayanes,0.6700,1340
213,PR,Puerto Rico,PENUELAS,Penuelas,URB Riverside,0.6900,1380
214,PR,Puerto Rico,PENUELAS,Penuelas,Villa Esmeralda,0.7000,1400
215,PR,Puerto Rico,PENUELAS,Penuelas,Colinas De Penuelas,0.6100,1220
216,PR,Puerto Rico,PENUELAS,Penuelas,URB El Madrigal,0.5900,1180
217,PR,Puerto Rico,PENUELAS,Penuelas,URB Sagrado Corazon,0.6600,1320
218,PR,Puerto Rico,CAMUY,Camuy,Sect Pena,0.5200,1040
219,PR,Puerto Rico,CAMUY,Camuy,Vistas De Camuy,0.6300,1260
220,PR,Puerto Rico,CAMUY,Camuy,Alts El Maestro,0.5200,1040
221,PR,Puerto Rico,CAMUY,Camuy,URB Linda Vista,0.6000,1200
222,PR,Puerto Rico,CAMUY,Camuy,Camuy,0.6400,1280
223,PR,Puerto Rico,CAMUY,Camuy,URB Del Carmen,0.6300,1260
224,PR,Puerto Rico,CAMUY,Camuy,URB Las Veredas,0.6700,1340
225,PR,Puerto Rico,LARES,Castaner,Adjuntas,0.6200,1240
226,PR,Puerto Rico,LARES,Castaner,Castaner,0.5600,1120
227,PR,Puerto Rico,SAN GERMAN,Rosario,Rosario,0.6400,1280
228,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Ext San Jose 2,0.6400,1280
229,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Parc Maginas,0.7000,1400
230,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,URB Santa Elena,0.5600,1120
231,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Vistas De Sabana Grande,0.6800,1360
232,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Alts De San Jose,0.5600,1120
233,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,URB La Milagrosa,0.5300,1060
234,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Sabana Grande,0.5700,1140
235,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,URB El Arrendado,0.6600,1320
236,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,URB San Miguel,0.5100,1020
237,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,URB Santa Maria,0.5200,1040
238,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Bda San Isidro,0.5100,1020
239,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Est Del Rio,0.4900,980
240,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,Parc Susua,0.6500,1300
241,PR,Puerto Rico,SABANA GRANDE,Sabana Grande,URB Santa Ana,0.6500,1300
242,PR,Puerto Rico,CIALES,Ciales,URB Los Llanos,0.5900,1180
243,PR,Puerto Rico,CIALES,Ciales,URB Monte Rey,0.5600,1120
244,PR,Puerto Rico,CIALES,Ciales,Qtas De Ciales,0.5600,1120
245,PR,Puerto Rico,CIALES,Ciales,Ciales,0.6300,1260
246,PR,Puerto Rico,CIALES,Ciales,URB Dos Rios,0.5600,1120
247,PR,Puerto Rico,UTUADO,Utuado,Jard De Bubao,0.4900,980
248,PR,Puerto Rico,UTUADO,Utuado,URB San Martin,0.6400,1280
249,PR,Puerto Rico,UTUADO,Utuado,Alts De Utuado,0.4500,900
250,PR,Puerto Rico,UTUADO,Utuado,Sect Vendrell,0.4600,920
251,PR,Puerto Rico,UTUADO,Utuado,URB Cabrera,0.5900,1180
252,PR,Puerto Rico,UTUADO,Utuado,Ext San Martin,0.6300,1260
253,PR,Puerto Rico,UTUADO,Utuado,Bda Nueva,0.4700,940
254,PR,Puerto Rico,UTUADO,Utuado,URB Perez Matos,0.7000,1400
255,PR,Puerto Rico,UTUADO,Utuado,Utuado,0.4800,960
256,PR,Puerto Rico,UTUADO,Utuado,Sect Cercadillo,0.5000,1000
257,PR,Puerto Rico,UTUADO,Utuado,URB Jesus M Lago,0.6200,1240
258,PR,Puerto Rico,UTUADO,Utuado,Sect Bella Vista,0.5400,1080
259,PR,Puerto Rico,DORADO,Dorado,Jard Dorado,0.5900,1180
260,PR,Puerto Rico,DORADO,Dorado,Parc San Antonio,0.4800,960
261,PR,Puerto Rico,DORADO,Dorado,Paseo Real,0.6500,1300
262,PR,Puerto Rico,DORADO,Dorado,URB Dorado Country Ests,0.5700,1140
263,PR,Puerto Rico,DORADO,Dorado,URB Los Prados Norte,0.5300,1060
264,PR,Puerto Rico,DORADO,Dorado,Valle Dorado,0.5700,1140
265,PR,Puerto Rico,DORADO,Dorado,Bo Saldinera,0.6900,1380
266,PR,Puerto Rico,DORADO,Dorado,URB Dorado Reef,0.4500,900
267,PR,Puerto Rico,DORADO,Dorado,URB Palmar Dorado Norte,0.6000,1200
268,PR,Puerto Rico,DORADO,Dorado,URB The Clusters,0.6600,1320
269,PR,Puerto Rico,DORADO,Dorado,Bo Arenal,0.4600,920
270,PR,Puerto Rico,DORADO,Dorado,Chalets De Dorado,0.5200,1040
271,PR,Puerto Rico,DORADO,Dorado,Jard De Dorado,0.6900,1380
272,PR,Puerto Rico,DORADO,Dorado,Parc El Cotto,0.5000,1000
273,PR,Puerto Rico,DORADO,Dorado,Paseo Las Olas,0.4800,960
274,PR,Puerto Rico,DORADO,Dorado,Qtas De Dorado,0.5400,1080
275,PR,Puerto Rico,DORADO,Dorado,URB Doraville,0.5700,1140
276,PR,Puerto Rico,DORADO,Dorado,URB Montereal,0.7000,1400
277,PR,Puerto Rico,DORADO,Dorado,Villa Plata,0.6300,1260
278,PR,Puerto Rico,DORADO,Dorado,Villa Santa,0.5400,1080
279,PR,Puerto Rico,DORADO,Dorado,Dorado,0.6500,1300
280,PR,Puerto Rico,DORADO,Dorado,Paseo Del Mar,0.5000,1000
281,PR,Puerto Rico,DORADO,Dorado,Paseo Los Corales Ii,0.6200,1240
282,PR,Puerto Rico,DORADO,Dorado,Sect La Aldea,0.5100,1020
283,PR,Puerto Rico,DORADO,Dorado,URB Gables Breeze,0.5000,1000
284,PR,Puerto Rico,DORADO,Dorado,URB Miraflores,0.4800,960
285,PR,Puerto Rico,DORADO,Dorado,URB Sabanera Dorado,0.5500,1100
286,PR,Puerto Rico,DORADO,Dorado,Villa Santa Ii,0.6800,1360
287,PR,Puerto Rico,DORADO,Dorado,Hacienda Mi Querido Viejo,0.6400,1280
288,PR,Puerto Rico,DORADO,Dorado,Parc Mameyal,0.6400,1280
289,PR,Puerto Rico,DORADO,Dorado,Paseo Del Sol,0.6400,1280
290,PR,Puerto Rico,DORADO,Dorado,Paseo Las Palmas,0.7000,1400
291,PR,Puerto Rico,DORADO,Dorado,Paseo Los Corales,0.6400,1280
292,PR,Puerto Rico,DORADO,Dorado,URB Costa De Oro,0.6800,1360
293,PR,Puerto Rico,DORADO,Dorado,URB Monte Mayor,0.7000,1400
294,PR,Puerto Rico,DORADO,Dorado,URB Montelindo,0.6000,1200
295,PR,Puerto Rico,DORADO,Dorado,URB Los Prados Sur,0.5300,1060
296,PR,Puerto Rico,DORADO,Dorado,URB Martorell,0.5100,1020
297,PR,Puerto Rico,DORADO,Dorado,URB Monte Elena,0.5400,1080
298,PR,Puerto Rico,DORADO,Dorado,URB Paisajes De Dorado,0.6500,1300
299,PR,Puerto Rico,DORADO,Dorado,Comunidad Arenales Ii,0.6400,1280
300,PR,Puerto Rico,DORADO,Dorado,URB Golden Hls,0.5900,1180
301,PR,Puerto Rico,DORADO,Dorado,URB The Estates,0.5000,1000
302,PR,Puerto Rico,DORADO,Dorado,Bosque Dorado,0.6300,1260
303,PR,Puerto Rico,DORADO,Dorado,Brighton Country Club,0.6700,1340
304,PR,Puerto Rico,DORADO,Dorado,Comunidad Arenales,0.6600,1320
305,PR,Puerto Rico,DORADO,Dorado,URB Dorado Del Mar,0.6300,1260
306,PR,Puerto Rico,DORADO,Dorado,URB Los Montes,0.6700,1340
307,PR,Puerto Rico,DORADO,Dorado,URB Monte Bello,0.7000,1400
308,PR,Puerto Rico,DORADO,Dorado,URB Monte Verde,0.5500,1100
309,PR,Puerto Rico,DORADO,Dorado,URB Santa Barbara,0.5500,1100
310,PR,Puerto Rico,GUANICA,Ensenada,URB Baco,0.5600,1120
311,PR,Puerto Rico,GUANICA,Ensenada,Ensenada,0.5500,1100
312,PR,Puerto Rico,FLORIDA,Florida,Florida,0.4600,920
313,PR,Puerto Rico,FLORIDA,Florida,Repto Seoane,0.4500,900
314,PR,Puerto Rico,FLORIDA,Florida,Alt De Florida,0.5500,1100
315,PR,Puerto Rico,FLORIDA,Florida,Est De Arroyo,0.5200,1040
316,PR,Puerto Rico,FLORIDA,Florida,URB Las Flores,0.6600,1320
317,PR,Puerto Rico,FLORIDA,Florida,URB Vegas De Florida,0.5900,1180
318,PR,Puerto Rico,FLORIDA,Florida,URB Altos De Florida,0.5200,1040
319,PR,Puerto Rico,ARECIBO,Garrochales,Hacienda De Garrochales,0.5700,1140
320,PR,Puerto Rico,ARECIBO,Garrochales,URB Los Jardines,0.5600,1120
321,PR,Puerto Rico,ARECIBO,Garrochales,Garrochales,0.5400,1080
322,PR,Puerto Rico,GUANICA,Guanica,Guanica,0.6800,1360
