UID,StateCode,StateName,County,City,Aggregator,PricePerPound,PricePerTon
61774,WA,Washington,KING,Redmond,Earlmount,0.6300,1260
61775,WA,Washington,KING,Redmond,Redmond,0.6200,1240
61776,WA,Washington,KING,Renton,Renton,0.4800,960
61777,WA,Washington,KING,Renton,Highlands,0.5600,1120
61778,WA,Washington,KING,Renton,Newcastle,0.7000,1400
61779,WA,Washington,KING,Renton,Hazelwood,0.5000,1000
61780,WA,Washington,KING,Renton,Kennydale,0.6700,1340
61781,WA,Washington,KING,Renton,Fairwood,0.4500,900
61782,WA,Washington,KING,Renton,Cascade,0.6900,1380
61785,WA,Washington,KING,Seahurst,Seahurst,0.6500,1300
61786,WA,Washington,KING,Seahurst,Burien,0.5300,1060
61787,WA,Washington,KING,Snoqualmie,Snoqualmie,0.6300,1260
61792,WA,Washington,KING,Vashon,Dockton,0.5600,1120
61793,WA,Washington,KING,Vashon,Vashon Island,0.5400,1080
61794,WA,Washington,KING,Vashon,Vashon,0.5100,1020
61795,WA,Washington,KING,Woodinville,Cottage Lake,0.6500,1300
61796,WA,Washington,KING,Woodinville,Woodinville,0.6700,1340
61797,WA,Washington,KING,Sammamish,Redmond,0.5300,1060
61798,WA,Washington,KING,Sammamish,Sammamish,0.6300,1260
61799,WA,Washington,KING,Sammamish,Issaquah,0.6500,1300
61802,WA,Washington,KING,Seattle,Seattle,0.5100,1020
61803,WA,Washington,KING,Seattle,Times Square,0.6300,1260
61804,WA,Washington,KING,Seattle,Broadway,0.6900,1380
61805,WA,Washington,KING,Seattle,Capitol Hill,0.6900,1380
61806,WA,Washington,KING,Seattle,Wallingford,0.6700,1340
61807,WA,Washington,KING,Seattle,Greenwood,0.6700,1340
61808,WA,Washington,KING,Seattle,International,0.5000,1000
61809,WA,Washington,KING,Seattle,Pioneer Square,0.4600,920
61810,WA,Washington,KING,Seattle,University,0.5100,1020
61811,WA,Washington,KING,Seattle,White Center,0.6000,1200
61812,WA,Washington,KING,Seattle,Ballard,0.6000,1200
61813,WA,Washington,KING,Seattle,Tukwila,0.5100,1020
61814,WA,Washington,KING,Seattle,Queen Anne,0.7000,1400
61818,WA,Washington,KING,Seattle,Madison Park,0.5000,1000
61819,WA,Washington,KING,Seattle,Wedgwood,0.5100,1020
61820,WA,Washington,KING,Seattle,Seattle Naval Support Activi,0.6700,1340
61821,WA,Washington,KING,Seattle,West Seattle,0.5200,1040
61822,WA,Washington,KING,Seattle,Crown Hill,0.6900,1380
61823,WA,Washington,KING,Seattle,Columbia,0.6400,1280
61824,WA,Washington,KING,Seattle,Interbay,0.4600,920
61825,WA,Washington,KING,Seattle,East Union,0.4800,960
61826,WA,Washington,KING,Seattle,Lake City,0.6000,1200
61827,WA,Washington,KING,Seattle,Northgate,0.4900,980
61828,WA,Washington,KING,Seattle,Westwood Village,0.5700,1140
61829,WA,Washington,KING,Seattle,Reg Lib Handicapped,0.6500,1300
61830,WA,Washington,KING,Seattle,Richmond Highlands,0.5400,1080
61831,WA,Washington,KING,Seattle,Shoreline,0.6200,1240
61832,WA,Washington,KING,Seattle,Bitter Lake,0.6400,1280
61833,WA,Washington,KING,Seattle,Westwood,0.6400,1280
61834,WA,Washington,KING,Seattle,Beacon Hill,0.6200,1240
61835,WA,Washington,KING,Seattle,Burien,0.5000,1000
61836,WA,Washington,KING,Seattle,Shorewood,0.6900,1380
61837,WA,Washington,KING,Seattle,Des Moines,0.5700,1140
61838,WA,Washington,KING,Seattle,Seatac,0.6500,1300
61839,WA,Washington,KING,Seattle,Normandy Park,0.4500,900
61840,WA,Washington,KING,Seattle,Lake Forest Park,0.6800,1360
61841,WA,Washington,KING,Seattle,Forest Park,0.5400,1080
61842,WA,Washington,KING,Seattle,Lk Forest Park,0.4600,920
61843,WA,Washington,KING,Seattle,North City,0.5800,1160
61844,WA,Washington,KING,Seattle,Lk Forest Pk,0.4600,920
61845,WA,Washington,KING,Seattle,Seatac Airport,0.5000,1000
61846,WA,Washington,KING,Seattle,Richmond Beach,0.4900,980
61847,WA,Washington,KING,Seattle,Amazon.com,0.5100,1020
61848,WA,Washington,KING,Seattle,The Highlands,0.5200,1040
61849,WA,Washington,KING,Seattle,Skyway,0.6200,1240
61850,WA,Washington,KING,Seattle,Bryn Mawr,0.5400,1080
61851,WA,Washington,KING,Seattle,Macys,0.6300,1260
61852,WA,Washington,KING,Seattle,Safeco Plaza,0.5000,1000
61853,WA,Washington,KING,Seattle,Duwamish,0.4900,980
61854,WA,Washington,KING,Seattle,Mcmicken Heights,0.6300,1260
61855,WA,Washington,KING,Seattle,Riverton,0.4500,900
61856,WA,Washington,KING,Seattle,Diagnos Techs Inc Mrs,0.6800,1360
61857,WA,Washington,KING,Seattle,Capital One,0.4700,940
61858,WA,Washington,KING,Seattle,Qwest,0.5100,1020
61859,WA,Washington,KING,Seattle,Univ Of Washington,0.6800,1360
61860,WA,Washington,KING,Seattle,Redondo Beach,0.5100,1020
61861,WA,Washington,KING,Seattle,Magnolia,0.6300,1260
61862,WA,Washington,KING,Seattle,Fort Lawton,0.5300,1060
61883,WA,Washington,KING,Baring,Baring,0.4800,960
61968,WA,Washington,KING,Skykomish,Skykomish,0.5100,1020
61969,WA,Washington,KING,Skykomish,Grotto,0.6200,1240
61970,WA,Washington,KING,Skykomish,Scenic,0.5600,1120
