UID,StateCode,StateName,County,City,Aggregator,PricePerPound,PricePerTon
61761,WA,Washington,SNOHOMISH,Mountlake Terrace,Mountlake Ter,0.7000,1400
61762,WA,Washington,KING,North Bend,Denny Creek,0.6700,1340
61763,WA,Washington,KING,North Bend,North Bend,0.5800,1160
61764,WA,Washington,KING,North Bend,Cedar Falls,0.5200,1040
61765,WA,Washington,KING,Pacific,Auburn,0.6200,1240
61766,WA,Washington,KING,Pacific,Pacific,0.5600,1120
61767,WA,Washington,KING,Preston,Preston,0.6600,1320
61768,WA,Washington,KING,Ravensdale,Kanaskat,0.5300,1060
61769,WA,Washington,KING,Ravensdale,Palmer,0.6800,1360
61770,WA,Washington,KING,Ravensdale,Ravensdale,0.5100,1020
61771,WA,Washington,KING,Redmond,Adelaide,0.7000,1400
61772,WA,Washington,KING,Redmond,Avondale,0.4800,960
61773,WA,Washington,KING,Redmond,Ames Lake,0.5600,1120
61774,WA,Washington,KING,Redmond,Earlmount,0.6300,1260
61775,WA,Washington,KING,Redmond,Redmond,0.6200,1240
61776,WA,Washington,KING,Renton,Renton,0.4800,960
61777,WA,Washington,KING,Renton,Highlands,0.5600,1120
61778,WA,Washington,KING,Renton,Newcastle,0.7000,1400
61779,WA,Washington,KING,Renton,Hazelwood,0.5000,1000
61780,WA,Washington,KING,Renton,Kennydale,0.6700,1340
61781,WA,Washington,KING,Renton,Fairwood,0.4500,900
61782,WA,Washington,KING,Renton,Cascade,0.6900,1380
61783,WA,Washington,KITSAP,Rollingbay,Manitou Beach,0.6300,1260
61784,WA,Washington,KITSAP,Rollingbay,Rollingbay,0.6800,1360
61785,WA,Washington,KING,Seahurst,Seahurst,0.6500,1300
61786,WA,Washington,KING,Seahurst,Burien,0.5300,1060
61787,WA,Washington,KING,Snoqualmie,Snoqualmie,0.6300,1260
61788,WA,Washington,KITTITAS,Snoqualmie Pass,Alpental,0.5200,1040
61789,WA,Washington,KITTITAS,Snoqualmie Pass,Hyak,0.5500,1100
61790,WA,Washington,KITTITAS,Snoqualmie Pass,Snoqualmie Ps,0.4800,960
61791,WA,Washington,KITTITAS,Snoqualmie Pass,Snoqualmie Pass,0.5900,1180
61792,WA,Washington,KING,Vashon,Dockton,0.5600,1120
61793,WA,Washington,KING,Vashon,Vashon Island,0.5400,1080
61794,WA,Washington,KING,Vashon,Vashon,0.5100,1020
61795,WA,Washington,KING,Woodinville,Cottage Lake,0.6500,1300
61796,WA,Washington,KING,Woodinville,Woodinville,0.6700,1340
61797,WA,Washington,KING,Sammamish,Redmond,0.5300,1060
61798,WA,Washington,KING,Sammamish,Sammamish,0.6300,1260
61799,WA,Washington,KING,Sammamish,Issaquah,0.6500,1300
61800,WA,Washington,SNOHOMISH,Mill Creek,Mill Creek,0.5800,1160
61801,WA,Washington,SNOHOMISH,Mill Creek,Bothell,0.6800,1360
61802,WA,Washington,KING,Seattle,Seattle,0.5100,1020
61803,WA,Washington,KING,Seattle,Times Square,0.6300,1260
61804,WA,Washington,KING,Seattle,Broadway,0.6900,1380
61805,WA,Washington,KING,Seattle,Capitol Hill,0.6900,1380
61806,WA,Washington,KING,Seattle,Wallingford,0.6700,1340
61807,WA,Washington,KING,Seattle,Greenwood,0.6700,1340
61808,WA,Washington,KING,Seattle,International,0.5000,1000
61809,WA,Washington,KING,Seattle,Pioneer Square,0.4600,920
61810,WA,Washington,KING,Seattle,University,0.5100,1020
61811,WA,Washington,KING,Seattle,White Center,0.6000,1200
61812,WA,Washington,KING,Seattle,Ballard,0.6000,1200
61813,WA,Washington,KING,Seattle,Tukwila,0.5100,1020
61814,WA,Washington,KING,Seattle,Queen Anne,0.7000,1400
61815,WA,Washington,KITSAP,Bainbridge Island,Bainbridge Is,0.5600,1120
61816,WA,Washington,KITSAP,Bainbridge Island,Bainbridge Island,0.5000,1000
61817,WA,Washington,KITSAP,Bainbridge Island,Seattle,0.6400,1280
61818,WA,Washington,KING,Seattle,Madison Park,0.5000,1000
61819,WA,Washington,KING,Seattle,Wedgwood,0.5100,1020
61820,WA,Washington,KING,Seattle,Seattle Naval Support Activi,0.6700,1340
61821,WA,Washington,KING,Seattle,West Seattle,0.5200,1040
61822,WA,Washington,KING,Seattle,Crown Hill,0.6900,1380
61823,WA,Washington,KING,Seattle,Columbia,0.6400,1280
61824,WA,Washington,KING,Seattle,Interbay,0.4600,920
61825,WA,Washington,KING,Seattle,East Union,0.4800,960
61826,WA,Washington,KING,Seattle,Lake City,0.6000,1200
61827,WA,Washington,KING,Seattle,Northgate,0.4900,980
61828,WA,Washington,KING,Seattle,Westwood Village,0.5700,1140
61829,WA,Washington,KING,Seattle,Reg Lib Handicapped,0.6500,1300
61830,WA,Washington,KING,Seattle,Richmond Highlands,0.5400,1080
61831,WA,Washington,KING,Seattle,Shoreline,0.6200,1240
61832,WA,Washington,KING,Seattle,Bitter Lake,0.6400,1280
61833,WA,Washington,KING,Seattle,Westwood,0.6400,1280
61834,WA,Washington,KING,Seattle,Beacon Hill,0.6200,1240
61835,WA,Washington,KING,Seattle,Burien,0.5000,1000
61836,WA,Washington,KING,Seattle,Shorewood,0.6900,1380
61837,WA,Washington,KING,Seattle,Des Moines,0.5700,1140
61838,WA,Washington,KING,Seattle,Seatac,0.6500,1300
61839,WA,Washington,KING,Seattle,Normandy Park,0.4500,900
61840,WA,Washington,KING,Seattle,Lake Forest Park,0.6800,1360
61841,WA,Washington,KING,Seattle,Forest Park,0.5400,1080
61842,WA,Washington,KING,Seattle,Lk Forest Park,0.4600,920
61843,WA,Washington,KING,Seattle,North City,0.5800,1160
61844,WA,Washington,KING,Seattle,Lk Forest Pk,0.4600,920
61845,WA,Washington,KING,Seattle,Seatac Airport,0.5000,1000
61846,WA,Washington,KING,Seattle,Richmond Beach,0.4900,980
61847,WA,Washington,KING,Seattle,Amazon.com,0.5100,1020
61848,WA,Washington,KING,Seattle,The Highlands,0.5200,1040
61849,WA,Washington,KING,Seattle,Skyway,0.6200,1240
61850,WA,Washington,KING,Seattle,Bryn Mawr,0.5400,1080
61851,WA,Washington,KING,Seattle,Macys,0.6300,1260
61852,WA,Washington,KING,Seattle,Safeco Plaza,0.5000,1000
61853,WA,Washington,KING,Seattle,Duwamish,0.4900,980
61854,WA,Washington,KING,Seattle,Mcmicken Heights,0.6300,1260
61855,WA,Washington,KING,Seattle,Riverton,0.4500,900
61856,WA,Washington,KING,Seattle,Diagnos Techs Inc Mrs,0.6800,1360
61857,WA,Washington,KING,Seattle,Capital One,0.4700,940
61858,WA,Washington,KING,Seattle,Qwest,0.5100,1020
61859,WA,Washington,KING,Seattle,Univ Of Washington,0.6800,1360
61860,WA,Washington,KING,Seattle,Redondo Beach,0.5100,1020
61861,WA,Washington,KING,Seattle,Magnolia,0.6300,1260
61862,WA,Washington,KING,Seattle,Fort Lawton,0.5300,1060
61863,WA,Washington,SNOHOMISH,Everett,Everett,0.5600,1120
61864,WA,Washington,SNOHOMISH,Everett,Pinehurst,0.5700,1140
61865,WA,Washington,SNOHOMISH,Everett,Lowell,0.6000,1200
61866,WA,Washington,SNOHOMISH,Everett,Eastmont,0.5900,1180
61867,WA,Washington,SNOHOMISH,Everett,Silver Lake,0.6900,1380
61868,WA,Washington,SNOHOMISH,Everett,Naval Station Everett,0.4700,940
61869,WA,Washington,WHATCOM,Acme,Acme,0.6900,1380
61870,WA,Washington,WHATCOM,Acme,Saxon,0.6100,1220
61871,WA,Washington,SKAGIT,Anacortes,Decatur Island,0.6300,1260
61872,WA,Washington,SKAGIT,Anacortes,Similk Beach,0.6100,1220
61873,WA,Washington,SKAGIT,Anacortes,Guemes,0.4700,940
61874,WA,Washington,SKAGIT,Anacortes,Guemes Island,0.6500,1300
61875,WA,Washington,SKAGIT,Anacortes,Anacortes,0.4600,920
61876,WA,Washington,SAN JUAN,Blakely Island,Blakely Island,0.5800,1160
61877,WA,Washington,SAN JUAN,Blakely Island,Anacortes,0.4800,960
61878,WA,Washington,SAN JUAN,Blakely Island,Blakely Is,0.4700,940
61879,WA,Washington,SNOHOMISH,Arlington,Smokey Point,0.6100,1220
61880,WA,Washington,SNOHOMISH,Arlington,Bryant,0.5000,1000
61881,WA,Washington,SNOHOMISH,Arlington,Arlington,0.6200,1240
61882,WA,Washington,SNOHOMISH,Arlington,Oso,0.5500,1100
61883,WA,Washington,KING,Baring,Baring,0.4800,960
61884,WA,Washington,WHATCOM,Bellingham,Bellingham,0.5200,1040
61885,WA,Washington,WHATCOM,Bellingham,Marietta,0.5700,1140
61886,WA,Washington,WHATCOM,Bellingham,Chuckanut,0.5400,1080
61887,WA,Washington,WHATCOM,Bellingham,Fairhaven,0.5500,1100
61888,WA,Washington,WHATCOM,Bellingham,Bakerview,0.6800,1360
61889,WA,Washington,WHATCOM,Bellingham,Silver Beach,0.5100,1020
61890,WA,Washington,WHATCOM,Blaine,Birch Bay,0.5000,1000
61891,WA,Washington,WHATCOM,Blaine,Blaine,0.7000,1400
61892,WA,Washington,SKAGIT,Bow,Allen,0.4800,960
61893,WA,Washington,SKAGIT,Bow,Bow,0.6700,1340
61894,WA,Washington,SKAGIT,Bow,Samish Island,0.5300,1060
61895,WA,Washington,SKAGIT,Bow,Edison,0.4500,900
61896,WA,Washington,SKAGIT,Burlington,Upper Skagit Indian Reservat,0.5000,1000
61897,WA,Washington,SKAGIT,Burlington,Burlington,0.6000,1200
61898,WA,Washington,SKAGIT,Burlington,Alger,0.6200,1240
61899,WA,Washington,SKAGIT,Clearlake,Clearlake,0.5300,1060
61900,WA,Washington,ISLAND,Clinton,Clinton,0.5900,1180
61901,WA,Washington,ISLAND,Clinton,Possession,0.5500,1100
61902,WA,Washington,ISLAND,Clinton,Maxwelton,0.6500,1300
61903,WA,Washington,SKAGIT,Concrete,Concrete,0.5300,1060
61904,WA,Washington,SKAGIT,Conway,Conway,0.6000,1200
61905,WA,Washington,ISLAND,Coupeville,Coupeville,0.5700,1140
61906,WA,Washington,WHATCOM,Custer,Custer,0.4800,960
61907,WA,Washington,SNOHOMISH,Darrington,Darrington,0.5500,1100
61908,WA,Washington,SAN JUAN,Deer Harbor,Deer Harbor,0.5500,1100
61909,WA,Washington,WHATCOM,Deming,Deming,0.6900,1380
61910,WA,Washington,WHATCOM,Deming,Nooksack Indian Reservation,0.4800,960
61911,WA,Washington,WHATCOM,Deming,Glacier,0.4900,980
61912,WA,Washington,WHATCOM,Deming,Welcome,0.6100,1220
61913,WA,Washington,WHATCOM,Deming,Kendall,0.5200,1040
61914,WA,Washington,SAN JUAN,Eastsound,Eastsound,0.5500,1100
61915,WA,Washington,WHATCOM,Everson,Strandell,0.5700,1140
61916,WA,Washington,WHATCOM,Everson,Van Buren,0.5000,1000
61917,WA,Washington,WHATCOM,Everson,Everson,0.6300,1260
61918,WA,Washington,WHATCOM,Ferndale,Pleasant Valley,0.5200,1040
61919,WA,Washington,WHATCOM,Ferndale,Ferndale,0.4600,920
61920,WA,Washington,ISLAND,Freeland,Freeland,0.5700,1140
61921,WA,Washington,SAN JUAN,Friday Harbor,San Juan Island,0.6700,1340
61922,WA,Washington,SAN JUAN,Friday Harbor,Friday Harbor,0.4500,900
61923,WA,Washington,SAN JUAN,Friday Harbor,Roche Harbor,0.4700,940
61924,WA,Washington,SNOHOMISH,Gold Bar,Gold Bar,0.6500,1300
61925,WA,Washington,SNOHOMISH,Granite Falls,Granite Falls,0.7000,1400
61926,WA,Washington,ISLAND,Greenbank,Greenbank,0.6500,1300
61927,WA,Washington,SKAGIT,Hamilton,Hamilton,0.6400,1280
61928,WA,Washington,SNOHOMISH,Index,Index,0.4900,980
61929,WA,Washington,SKAGIT,La Conner,La Conner,0.6800,1360
61930,WA,Washington,SNOHOMISH,Lake Stevens,Lake Stevens,0.6500,1300
61931,WA,Washington,SNOHOMISH,Lake Stevens,Hartford,0.6700,1340
61932,WA,Washington,SNOHOMISH,North Lakewood,North Lakewood,0.6900,1380
61933,WA,Washington,SNOHOMISH,North Lakewood,N Lakewood,0.6700,1340
61934,WA,Washington,ISLAND,Langley,Langley,0.5300,1060
61935,WA,Washington,SAN JUAN,Lopez Island,Lopez Island,0.5000,1000
61936,WA,Washington,SAN JUAN,Lopez Island,Port Stanley,0.4500,900
61937,WA,Washington,WHATCOM,Lummi Island,Lummi Island,0.6600,1320
61938,WA,Washington,SKAGIT,Lyman,Lyman,0.6900,1380
61939,WA,Washington,WHATCOM,Lynden,Lynden,0.4700,940
61940,WA,Washington,WHATCOM,Maple Falls,Maple Falls,0.6200,1240
61941,WA,Washington,SKAGIT,Marblemount,Marblemount,0.5500,1100
61942,WA,Washington,SNOHOMISH,Marysville,Marysville,0.7000,1400
61943,WA,Washington,SNOHOMISH,Marysville,Tulalip,0.5800,1160
61944,WA,Washington,SNOHOMISH,Monroe,Monroe,0.5000,1000
61945,WA,Washington,SNOHOMISH,Monroe,Novelty,0.6700,1340
61946,WA,Washington,SKAGIT,Mount Vernon,Mount Vernon,0.5200,1040
61947,WA,Washington,SNOHOMISH,Mukilteo,Mukilteo,0.5400,1080
61948,WA,Washington,WHATCOM,Nooksack,Nooksack,0.4700,940
61949,WA,Washington,WHATCOM,Nooksack,Everson,0.6400,1280
61950,WA,Washington,ISLAND,Oak Harbor,Oak Harbor,0.5000,1000
61951,WA,Washington,ISLAND,Oak Harbor,Ault Field,0.6300,1260
61952,WA,Washington,ISLAND,Oak Harbor,Naval Air Station,0.5500,1100
61953,WA,Washington,ISLAND,Oak Harbor,Nas Whidbey,0.6800,1360
61954,WA,Washington,ISLAND,Oak Harbor,Whidbey Island Naval Air,0.5000,1000
61955,WA,Washington,ISLAND,Oak Harbor,Whidbey Nas,0.5000,1000
61956,WA,Washington,SAN JUAN,Olga,Doebay,0.5800,1160
61957,WA,Washington,SAN JUAN,Olga,Olga,0.5400,1080
61958,WA,Washington,SAN JUAN,Orcas,Orcas,0.7000,1400
61959,WA,Washington,WHATCOM,Point Roberts,Point Roberts,0.5500,1100
61960,WA,Washington,ISLAND,Camano Island,Stanwood,0.5000,1000
61961,WA,Washington,ISLAND,Camano Island,Camano Island,0.6700,1340
61962,WA,Washington,SKAGIT,Rockport,Rockport,0.5500,1100
61963,WA,Washington,SKAGIT,Rockport,Diablo,0.4800,960
61964,WA,Washington,SKAGIT,Rockport,Newhalem,0.6300,1260
61965,WA,Washington,SKAGIT,Sedro Woolley,Sedro Woolley,0.5000,1000
61966,WA,Washington,SAN JUAN,Shaw Island,Shaw Island,0.5300,1060
61967,WA,Washington,SNOHOMISH,Silvana,Silvana,0.5900,1180
61968,WA,Washington,KING,Skykomish,Skykomish,0.5100,1020
61969,WA,Washington,KING,Skykomish,Grotto,0.6200,1240
61970,WA,Washington,KING,Skykomish,Scenic,0.5600,1120
61971,WA,Washington,SNOHOMISH,Snohomish,Larimers Corner,0.4600,920
61972,WA,Washington,SNOHOMISH,Snohomish,Maltby,0.5900,1180
61973,WA,Washington,SNOHOMISH,Snohomish,Snohomish,0.5500,1100
61974,WA,Washington,SNOHOMISH,Snohomish,Machias,0.6900,1380
61975,WA,Washington,SNOHOMISH,Snohomish,Clearview,0.5800,1160
61976,WA,Washington,SNOHOMISH,Stanwood,Camano City,0.6500,1300
61977,WA,Washington,SNOHOMISH,Stanwood,Elger Bay,0.6100,1220
61978,WA,Washington,SNOHOMISH,Stanwood,Stanwood,0.6700,1340
61979,WA,Washington,SNOHOMISH,Stanwood,Camano Island,0.4600,920
61980,WA,Washington,SNOHOMISH,Startup,Startup,0.6200,1240
61981,WA,Washington,SNOHOMISH,Sultan,Sultan,0.6900,1380
61982,WA,Washington,WHATCOM,Sumas,Clearbrook,0.4500,900
61983,WA,Washington,WHATCOM,Sumas,Sumas,0.5100,1020
61984,WA,Washington,SAN JUAN,Waldron,Waldron,0.6400,1280
61985,WA,Washington,PIERCE,Anderson Island,Anderson Is,0.6700,1340
61986,WA,Washington,PIERCE,Anderson Island,Anderson Island,0.4700,940
61987,WA,Washington,PIERCE,Anderson Island,Yoman Ferry,0.6900,1380
61988,WA,Washington,PIERCE,Anderson Island,Villa Beach,0.5600,1120
61989,WA,Washington,PIERCE,Ashford,National,0.4600,920
61990,WA,Washington,PIERCE,Ashford,Ashford,0.6600,1320
61991,WA,Washington,CLALLAM,Beaver,Beaver,0.5500,1100
61992,WA,Washington,CLALLAM,Beaver,Sappho,0.4700,940
61993,WA,Washington,KITSAP,Bremerton,Crosby,0.5000,1000
61994,WA,Washington,KITSAP,Bremerton,Brownsville,0.5500,1100
61995,WA,Washington,KITSAP,Bremerton,Gilberton,0.5900,1180
61996,WA,Washington,KITSAP,Bremerton,Meadowdale,0.4700,940
61997,WA,Washington,KITSAP,Bremerton,Bremerton,0.5100,1020
61998,WA,Washington,KITSAP,Bremerton,Sheridan Park,0.4700,940
61999,WA,Washington,KITSAP,Bremerton,East Bremerton,0.6300,1260
62000,WA,Washington,KITSAP,Bremerton,Chico,0.4800,960
62001,WA,Washington,KITSAP,Bremerton,Marine Drive,0.7000,1400
62002,WA,Washington,KITSAP,Bremerton,West Park,0.6700,1340
62003,WA,Washington,KITSAP,Bremerton,Camp Union,0.4500,900
62004,WA,Washington,KITSAP,Bremerton,Enetai,0.4900,980
62005,WA,Washington,KITSAP,Bremerton,Erlands Point,0.5700,1140
62006,WA,Washington,KITSAP,Bremerton,Holly,0.6900,1380
62007,WA,Washington,KITSAP,Bremerton,Wildcat Lake,0.5600,1120
62008,WA,Washington,KITSAP,Bremerton,Kitsap Lake,0.4600,920
62009,WA,Washington,KITSAP,Bremerton,Navy Yard City,0.5000,1000
62010,WA,Washington,KITSAP,Bremerton,Rocky Point,0.4900,980
62011,WA,Washington,KITSAP,Bremerton,Brem,0.5500,1100
62012,WA,Washington,KITSAP,Bremerton,Puget Sound Naval Shipyard,0.6100,1220
62013,WA,Washington,KITSAP,Silverdale,Silverdale,0.5700,1140
62014,WA,Washington,KITSAP,Silverdale,Bangor,0.6200,1240
62015,WA,Washington,KITSAP,Silverdale,Bangor Submarine Base,0.6200,1240
62016,WA,Washington,JEFFERSON,Brinnon,Brinnon,0.6100,1220
62017,WA,Washington,PIERCE,Buckley,Burnett,0.5100,1020
62018,WA,Washington,PIERCE,Buckley,Buckley,0.4700,940
62019,WA,Washington,KITSAP,Burley,Burley,0.6500,1300
62020,WA,Washington,PIERCE,Carbonado,Carbonado,0.6700,1340
62021,WA,Washington,CLALLAM,Carlsborg,Carlsborg,0.4600,920
62022,WA,Washington,JEFFERSON,Chimacum,Shine,0.5800,1160
62023,WA,Washington,JEFFERSON,Chimacum,Chimacum,0.6900,1380
62024,WA,Washington,CLALLAM,Clallam Bay,Lake Ozette,0.5100,1020
62025,WA,Washington,CLALLAM,Clallam Bay,Ozette,0.5500,1100
62026,WA,Washington,CLALLAM,Clallam Bay,Clallam Bay,0.5100,1020
62027,WA,Washington,PIERCE,Dupont,Dupont,0.5300,1060
62028,WA,Washington,PIERCE,Eatonville,Alder,0.4900,980
62029,WA,Washington,PIERCE,Eatonville,Eatonville,0.4500,900
62030,WA,Washington,PIERCE,Gig Harbor,Gig Harbor,0.4700,940
62031,WA,Washington,PIERCE,Elbe,Elbe,0.4700,940
62032,WA,Washington,CLALLAM,Forks,Clearwater,0.4500,900
62033,WA,Washington,CLALLAM,Forks,Upper Hoh,0.5100,1020
62034,WA,Washington,CLALLAM,Forks,Kalalock,0.6100,1220
62035,WA,Washington,CLALLAM,Forks,Bogachiel,0.6100,1220
62036,WA,Washington,CLALLAM,Forks,Queets,0.5300,1060
62037,WA,Washington,CLALLAM,Forks,Forks,0.6000,1200
62038,WA,Washington,PIERCE,Fox Island,Fox Is,0.4500,900
62039,WA,Washington,PIERCE,Fox Island,Fox Island,0.6200,1240
62040,WA,Washington,PIERCE,Fox Island,Shorewood Beach,0.6000,1200
62041,WA,Washington,PIERCE,Fox Island,Sylvan,0.6800,1360
62042,WA,Washington,PIERCE,Gig Harbor,Key Center,0.4700,940
62043,WA,Washington,PIERCE,Gig Harbor,Pt Fosdick,0.5900,1180
62044,WA,Washington,PIERCE,Gig Harbor,Raft Is,0.6400,1280
62045,WA,Washington,PIERCE,Gig Harbor,Sunny Bay,0.5100,1020
62046,WA,Washington,PIERCE,Gig Harbor,Cromwell,0.6000,1200
62047,WA,Washington,PIERCE,Gig Harbor,Elgin,0.6900,1380
62048,WA,Washington,PIERCE,Gig Harbor,Arletta,0.6200,1240
62049,WA,Washington,PIERCE,Gig Harbor,Victor,0.5400,1080
62050,WA,Washington,PIERCE,Gig Harbor,Wauna Shores,0.6600,1320
62051,WA,Washington,PIERCE,Gig Harbor,Artondale,0.6100,1220
62052,WA,Washington,PIERCE,Gig Harbor,Raft Island,0.5000,1000
62053,WA,Washington,PIERCE,Gig Harbor,Sunrise Beach,0.5700,1140
62054,WA,Washington,PIERCE,Gig Harbor,Warren,0.4600,920
62055,WA,Washington,PIERCE,Gig Harbor,Picnic Point,0.5900,1180
62056,WA,Washington,PIERCE,Gig Harbor,Point Fosdick,0.4800,960
62057,WA,Washington,PIERCE,Gig Harbor,Shore Acres,0.7000,1400
62058,WA,Washington,PIERCE,Gig Harbor,Wollochet,0.5100,1020
62059,WA,Washington,PIERCE,Gig Harbor,Crescent Valley,0.6700,1340
62060,WA,Washington,PIERCE,Gig Harbor,Glencove,0.6500,1300
62061,WA,Washington,PIERCE,Gig Harbor,Purdy,0.6100,1220
62062,WA,Washington,PIERCE,Gig Harbor,Rosedale,0.6700,1340
62063,WA,Washington,LEWIS,Glenoma,Carriage Hill,0.5800,1160
62064,WA,Washington,LEWIS,Glenoma,Kosmos,0.6600,1320
62065,WA,Washington,LEWIS,Glenoma,Glenoma,0.5100,1020
62066,WA,Washington,KITSAP,Bremerton,Gorst,0.6500,1300
62067,WA,Washington,PIERCE,Graham,Harbor Heights,0.6400,1280
62068,WA,Washington,PIERCE,Graham,Thrift,0.6500,1300
62069,WA,Washington,PIERCE,Graham,Graham,0.4700,940
62070,WA,Washington,JEFFERSON,Port Hadlock,Hadlock,0.6500,1300
62071,WA,Washington,JEFFERSON,Port Hadlock,Oak Bay,0.6900,1380
62072,WA,Washington,JEFFERSON,Port Hadlock,Port Hadlock,0.6000,1200
62073,WA,Washington,JEFFERSON,Port Hadlock,Irondale,0.5100,1020
62074,WA,Washington,KITSAP,Hansville,Hansville,0.5700,1140
62075,WA,Washington,KITSAP,Indianola,Indianola,0.7000,1400
62076,WA,Washington,CLALLAM,Joyce,Crescent Beach,0.5600,1120
62077,WA,Washington,CLALLAM,Joyce,Joyce,0.4800,960
62078,WA,Washington,CLALLAM,Joyce,Agate Beach,0.5000,1000
62079,WA,Washington,CLALLAM,Joyce,Crane,0.5500,1100
62080,WA,Washington,PIERCE,Kapowsin,Kapowsin,0.5300,1060
62081,WA,Washington,KITSAP,Keyport,Keyport,0.4600,920
62082,WA,Washington,KITSAP,Kingston,Eglon,0.6600,1320
62083,WA,Washington,KITSAP,Kingston,Kingston,0.5600,1120
62084,WA,Washington,PIERCE,La Grande,La Grande,0.5700,1140
62085,WA,Washington,PIERCE,Lakebay,Home,0.6400,1280
62086,WA,Washington,PIERCE,Lakebay,Herron Island,0.5800,1160
62087,WA,Washington,PIERCE,Lakebay,Herron Is,0.6400,1280
62088,WA,Washington,PIERCE,Lakebay,Lakebay,0.5700,1140
62089,WA,Washington,CLALLAM,La Push,La Push,0.6800,1360
62090,WA,Washington,PIERCE,Longbranch,Lakebay,0.6900,1380
